complaint_id,date_received,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings,complainant_sex,complainant_race,general_cap_classification,summary,complainant_age,district_occurrence
17-0502,10/5/2017,34789163,white,male,1700 17TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-28-17 at 3:00pm, they were not provided proper service and people were improperly permitted to enter their residence by officers assigned to the 17th District.",40,1700
15-0623,10/22/2015,80596658,white,female,2400 24TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,latino,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-15-15 at 11:40am, they were treated unprofessionally by officers assigned to the 24th District.",36,2400
20-0055,2/7/2020,,,,,INVESTIGATION ONGOING,Pending,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-1-20 at 8:00 AM, they were physically abused by unknown officer within in the confines of the 12th District.",25,1900
19-0338,7/12/2019,73324567,white,male,1800 18TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-10-19 7:45 PM, officers within the confines of the 16th District did not return their property.",46,3200
18-0523,10/26/2018,69825250,black,female,3500 35TH DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,female,latino,HARASSMENT,"According to the complainants, 10-24-18 at 3:45pm, they were verbally abused and harassed by an officer assigned to the 35th District.",20,3500
16-0119,3/10/2016,15077974,white,male,1600 16TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-3-16 at 8:20pm, they were improperly searched and harassed by officers assigned to the 16th District.",32,1600
16-0068,2/9/2016,13381959,latino,female,1500 15TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 4:00pm, officers assigned to the 15th District did not follow proper police procedure.",55,1500
15-0436,7/30/2015,55492555,white,male,3900 39TH DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,male,black,HARASSMENT,"According to the complainant, on 7-28-15 at 4:18pm, they have been harassed by an officer assigned to the 39th District.",38,3900
17-0647,12/31/2017,18030206,white,male,6003 HOMICIDE UNIT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 9-26-17 at 12:00am, proper police procedures and proper service was not given by an officer in the 6th District and a detective assigned to Homicide.",33,600
17-0519,10/17/2017,41197625,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,PHYSICAL ABUSE,"According to the complainant, on 7-1-17 at 8:00am, they were physically abused by officers assigned to the 14th District.",34,1400
16-0620,12/9/2016,72571489,white,male,0900 09TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 12-2-16 at 11:00am, they were treated unprofessionally by an officer assigned to the 9th District.",46,900
17-0090,2/28/2017,72878934,black,male,1200 12TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-08-17 at 12:00pm, they are missing property after their arrest by officers assigned to the 16th District.",38,1600
19-0422,8/29/2019,36234208,black,male,2400 24TH DISTRICT,LACK OF SERVICE,Sustained Finding,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-24-19 at 1:00 AM, they were verbally abused, improperly stopped and falsely issued a ticket by officers assigned to the 24th District.",22,2400
18-0493,10/11/2018,65476381,black,male,1900 19TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-4-18, they were verbally abused and treated unprofessionally by an officer assigned to the 19th District.",,1900
17-0631,12/20/2017,75248548,white,male,2500 25TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 12-19-17 at 7:53pm, they were assaulted by two unknown uniformed police officers. This incident occurred in the confines of the 25th District.",36,5000
19-0585,11/5/2019,43414117,white,male,7700 AIRPORT,INVESTIGATION ONGOING,Pending,Pending,female,,VERBAL ABUSE,"According to the complainant, on 10-28-19, they were verbally abused by an officer while in the confines of the Airport Unit.",,7700
19-0525,10/15/2019,57364694,black,male,0700 07TH DISTRICT,#VALUE!,#VALUE!,#VALUE!,female,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-6-19 at 10:30AM, they did not receive proper service from unknown officers assigned to the 7th District.",34,700
18-0571,11/29/2018,77897970,white,male,1400 14TH DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,male,black,HARASSMENT,"According to the complainant, on 11-27-18 at 10:40am, they were harassed by an officer assigned to the 14th District.",40,1400
18-0320,7/9/2018,24952623,white,male,3500 35TH DISTRICT,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,male,black,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 5-12-18 at 2:10pm, they were improperly issued a CVN by an officer assigned to the 35th District.",64,3500
19-0091,3/7/2019,60352804,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-27-19 at 10:30 PM, officers assigned to the Highway Patrol Unit did not return their property.",29,2200
19-0053,2/12/2019,90665971,latino,female,0500 05TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-19 at 9:30am, they did not receive proper service from an officer assigned to the 5th district.",27,500
20-0047,1/31/2020,93949510,white,male,1700 17TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-27-20 at 3:00 PM, they were verbally abused and their home was illegally searched and entered by officers while in the confines of the 1st District.",57,100
17-0225,5/11/2017,90774118,white,male,1200 12TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-3-17 at 4:21pm, their vehicle was damaged by officer assigned to the 12th District.",46,1200
15-0454,8/7/2015,42981187,black,female,4912 COURT LIAISON UNIT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, they are not receiving proper service from an officers assigned to the 18th District and Court Liaison Unit.",,1800
15-0692,11/20/2015,60742990,white,male,0200 02ND DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,CRIMINAL ALLEGATION,"According to the complainant, on 11-11-15 at 10:00pm, their vehicle was improperly searched and property was not returned to them after their release from police custody. The complainant was arrested by officers assigned to the 2nd District.",21,200
17-0222,5/4/2017,47472879,black,female,4922 RADIO ROOM 2,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,asian,LACK OF SERVICE,"According to the complainant, on 4-8-17 at 6:42pm, their family members did not receive proper service from unknown 911 call takers and officers assigned to the 22nd District.",48,2200
19-0034,2/6/2019,77906038,white,male,2600 26TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 2-2-19 at 9:00 am, they were racially profiled by officers assigned to the 26th District.",37,2600
15-0402,7/21/2015,60861436,white,male,0500 05TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-15-15 at 5:51pm, they were treated unprofessionally by an officer assigned to the 5th District.",31,500
19-0429,8/29/2019,,,,,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-1-19 at 4:00 PM, their property was damaged and they were physically abused by unknown officers within the confines of the 26th District.",23,2600
16-0014,1/13/2016,78960725,white,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,other,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-4-15 at 6:15pm they were harassed by officers assigned to the 24th District.",27,2400
19-0140,4/2/2019,28843156,white,male,0700 07TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 1-10-19, they were verbally abused by an officer assigned to the 7th District.",45,700
18-0233,5/16/2018,79410821,white,female,5300 HIGHWAY PATROL,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,VERBAL ABUSE,"According to the complainant, on 5-5-18 at 5:10pm, they were verbally abused with a rude, derogatory and intimidating tone by officers assigned to Highway Patrol.",40,2200
20-0126,3/12/2020,,,,,INVESTIGATION ONGOING,Pending,Pending,female,white,PHYSICAL ABUSE,"According to the complainant, on 3-10-20 at 5:45 PM, they were physically abused by unknown officers while in the confines of the 14th District",,1400
17-0580,11/13/2017,33390123,white,male,6002 MAJOR CRIMES UNIT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, numerous officers violated the departments social media policy. The officers are assigned to the 1st, 12th, 18th and Major Crimes.",,
18-0240,5/25/2018,41497003,black,male,5300 HIGHWAY PATROL,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 5-20-18 at 6:35pm, they were physically and verbally abused by officer assigned to Highway Patrol.",62,5000
18-0618,12/28/2018,53098909,white,male,1900 19TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,other,LACK OF SERVICE,"According to the complainant, on 9-2-18, they did not receive proper service from officers assigned to the 19th District.",37,1900
20-0297,6/18/2020,,,,,INVESTIGATION ONGOING,Pending,Pending,female,,PHYSICAL ABUSE,"According to the complainant, on 5-31-20 at 5:00 PM, they were physically abused by officers while in the confines of the 18th District.",,1800
19-0625,11/25/2019,30353948,black,male,2200 22ND DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-21-19 at 12:30 PM, they did not receive proper service along with being improperly stopped and detained by officers assigned to the 22nd District.",29,2200
18-0207,5/7/2018,65976259,white,male,2200 22ND DISTRICT,REFERRED TO OTHER AGENCY/C.A.P. INVESTIGATION,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 3-6-18 at 8:57am, they did not receive proper service from officers assigned to the 22nd District.",37,2200
17-0420,8/17/2017,16739656,white,male,1600 16TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,other,VERBAL ABUSE,"According to the complainant, on 8-8-17 at 8:45pm, they were harassed and verbally abused by officers assigned to the 16th District.",21,1600
17-0307,6/19/2017,15620424,latino,male,2500 25TH DISTRICT,REFERRED TO OTHER AGENCY/C.A.P. INVESTIGATION,No Sustained Findings,Not Applicable,female,black,HARASSMENT,"According to the complainant, on 5-30-17 at 5:00pm, they were harassed and departmental policies are not being followed by an officer assigned to the 25th District.",48,2500
19-0060,2/19/2019,21552526,white,male,6600 NORTHWEST DETECTIVE,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,latino,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-17-18 at 8:28pm, a lieutenant and detective assigned to Northwest Detective Division, improperly searched and seized their property.",52,3500
19-0611,11/19/2019,,,,,INVESTIGATION ONGOING,Pending,Pending,female,latino,PHYSICAL ABUSE,"According to the complainant, on 10-10-19 at 11:00 AM, they were physically abused by an unknown officer within the confines of the 24th District.",45,2400
15-0659,11/6/2015,15644456,black,female,2200 22ND DISTRICT,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,male,black,CRIMINAL ALLEGATION,"According to the complainant, on 10-31-15 at 10:30pm, they were threatened and verbally abused by their next-door neighbor, an off-duty officer. The officer is assigned to the 22nd District.",52,1400
17-0188,4/24/2017,11800100,white,male,2500 25TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,latino,CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",47,2500
19-0320,7/3/2019,71627351,white,male,2600 26TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-30-19 at 12:00 AM, they witnessed an officer operating a police vehicle in an unsafe manner and they were treated with dismissive behavior by a sergeant while in the confines of the 26th District.",27,2600
17-0440,8/30/2017,17870218,black,male,2500 25TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,white,UNPROFESSIONAL CONDUCT,"According to the complainant, on 2-23-17 at 2:00pm, departmental policies were violated by an off duty officer assigned to the 25th District. This incident occurred in the confines of the 14th District.",82,2800
20-0298,6/18/2020,82839586,black,male,9811 DC PATROL OPS,INVESTIGATION ONGOING,Pending,Pending,,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-1-20 at 6:00 PM, a supervisor in full uniform at a protest rally violated police department policy within the confines of the 6th District.",,600
19-0015,1/15/2019,31675569,black,male,6003 HOMICIDE UNIT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, sometime in 2018,their home was improperly searched and damaged by officers assigned to the 15th District.",34,200
19-0081,3/5/2019,87910463,white,male,5300 HIGHWAY PATROL,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,latino,PHYSICAL ABUSE,"According to the complainant, on 02-28-18, an officer assigned to Highway Patrol, physically abused them. The complainant also states they are missing property after being released. This incident occurred in the confines of the 25th District.",38,2400
19-0265,6/3/2019,50953828,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 5-28-19 at 11:50 AM, they were racially profiled and treated dismissively by two police officers and a sergeant assigned to the 35th District.",30,3500
